NOME;COLUNAS;LINHAS;ALPHA;THETA;T LAB;T C2G
"data/fish.ppm";400;300;10;180;0,05;2.673,489990
"data/fish.ppm";400;300;15;180;0,05;2.936,511963
"data/fish.ppm";400;300;20;180;0,04;3.117,989014
"data/fish.ppm";400;300;25;180;0,05;3.215,916992
"data/fish.ppm";400;300;5;225;0,05;2.303,413086
"data/fish.ppm";400;300;10;225;0,06;2.672,117920
"data/fish.ppm";400;300;15;225;0,05;2.938,235107
"data/fish.ppm";400;300;20;225;0,06;3.113,607910
"data/fish.ppm";400;300;25;225;0,04;3.214,958008
"data/fish.ppm";400;300;5;270;0,04;2.302,137939
"data/fish.ppm";400;300;10;270;0,04;2.671,951904
"data/fish.ppm";400;300;15;270;0,05;2.937,343018
"data/fish.ppm";400;300;20;270;0,05;3.111,688965
"data/fish.ppm";400;300;25;270;0,05;3.215,303955
"data/fish.ppm";400;300;5;315;0,05;2.301,870117
"data/fish.ppm";400;300;10;315;0,05;2.672,333008
"data/fish.ppm";400;300;15;315;0,05;2.937,798096
"data/fish.ppm";400;300;20;315;0,04;3.113,678955
"data/fish.ppm";400;300;25;315;0,05;3.217,413086
"data/frutas.ppm";320;240;5;0;0,04;1.152,302002
"data/frutas.ppm";320;240;10;0;0,03;1.252,211060
"data/frutas.ppm";320;240;15;0;0,03;1.322,808960
"data/frutas.ppm";320;240;20;0;0,03;1.375,192993
"data/frutas.ppm";320;240;25;0;0,04;1.423,371948
"data/frutas.ppm";320;240;5;45;0,03;1.152,516968
"data/frutas.ppm";320;240;10;45;0,03;1.252,651001
"data/frutas.ppm";320;240;15;45;0,03;1.320,364014
"data/frutas.ppm";320;240;20;45;0,03;1.375,288940
"data/frutas.ppm";320;240;25;45;0,04;1.423,623047
"data/frutas.ppm";320;240;5;90;0,03;1.153,494995
"data/frutas.ppm";320;240;10;90;0,03;1.253,161011
"data/frutas.ppm";320;240;15;90;0,03;1.319,951050
"data/frutas.ppm";320;240;20;90;0,03;1.378,663940
"data/frutas.ppm";320;240;25;90;0,03;1.421,240967
"data/frutas.ppm";320;240;5;135;0,03;1.152,331055
"data/frutas.ppm";320;240;10;135;0,03;1.253,291992
"data/frutas.ppm";320;240;15;135;0,03;1.320,598022
"data/frutas.ppm";320;240;20;135;0,03;1.375,099976
"data/frutas.ppm";320;240;25;135;0,04;1.421,345947
"data/frutas.ppm";320;240;5;180;0,03;1.152,338013
"data/frutas.ppm";320;240;10;180;0,03;1.252,949951
"data/frutas.ppm";320;240;15;180;0,03;1.319,838013
"data/frutas.ppm";320;240;20;180;0,03;1.375,464966
"data/frutas.ppm";320;240;25;180;0,03;1.423,584961
"data/frutas.ppm";320;240;5;225;0,02;1.152,274048
"data/frutas.ppm";320;240;10;225;0,03;1.254,188965
"data/frutas.ppm";320;240;15;225;0,03;1.320,659058
"data/frutas.ppm";320;240;20;225;0,03;1.374,947021
"data/frutas.ppm";320;240;25;225;0,03;1.421,307007
"data/frutas.ppm";320;240;5;270;0,03;1.152,366943
"data/frutas.ppm";320;240;10;270;0,03;1.252,910034
"data/frutas.ppm";320;240;15;270;0,04;1.322,248047
"data/frutas.ppm";320;240;20;270;0,03;1.375,159058
"data/frutas.ppm";320;240;25;270;0,02;1.425,067993
"data/frutas.ppm";320;240;5;315;0,03;1.152,850952
"data/frutas.ppm";320;240;10;315;0,04;1.252,359985
"data/frutas.ppm";320;240;15;315;0,03;1.323,255981
"data/frutas.ppm";320;240;20;315;0,03;1.375,359985
"data/frutas.ppm";320;240;25;315;0,03;1.422,147949
"data/ilha.ppm";320;240;5;0;0,04;993,900024
"data/ilha.ppm";320;240;10;0;0,03;1.116,848999
"data/ilha.ppm";320;240;15;0;0,04;1.204,552979
"data/ilha.ppm";320;240;20;0;0,04;1.270,803955
"data/ilha.ppm";320;240;25;0;0,03;1.315,349976
"data/ilha.ppm";320;240;5;45;0,02;994,068970
"data/ilha.ppm";320;240;10;45;0,04;1.117,572021
"data/ilha.ppm";320;240;15;45;0,03;1.204,941040
"data/ilha.ppm";320;240;20;45;0,03;1.271,058960
"data/ilha.ppm";320;240;25;45;0,03;1.313,349976
"data/ilha.ppm";320;240;5;90;0,03;995,817993
"data/ilha.ppm";320;240;10;90;0,03;1.116,244995
"data/ilha.ppm";320;240;15;90;0,03;1.204,187988
"data/ilha.ppm";320;240;20;90;0,03;1.269,807983
"data/ilha.ppm";320;240;25;90;0,02;1.312,729980
"data/ilha.ppm";320;240;5;135;0,03;995,695984
"data/ilha.ppm";320;240;10;135;0,03;1.116,034058
"data/ilha.ppm";320;240;15;135;0,03;1.203,855957
"data/ilha.ppm";320;240;20;135;0,03;1.271,561035
"data/ilha.ppm";320;240;25;135;0,04;1.312,192993
"data/ilha.ppm";320;240;5;180;0,03;993,581970
"data/ilha.ppm";320;240;10;180;0,03;1.115,730957
"data/ilha.ppm";320;240;15;180;0,03;1.205,063965
"data/ilha.ppm";320;240;20;180;0,03;1.269,381958
"data/ilha.ppm";320;240;25;180;0,04;1.312,022949
"data/ilha.ppm";320;240;5;225;0,03;992,614990
"data/ilha.ppm";320;240;10;225;0,03;1.115,166992
"data/ilha.ppm";320;240;15;225;0,04;1.203,635010
"data/ilha.ppm";320;240;20;225;0,02;1.271,152954
"data/ilha.ppm";320;240;25;225;0,03;1.315,383057
"data/ilha.ppm";320;240;5;270;0,03;995,174011
"data/ilha.ppm";320;240;10;270;0,03;1.127,022949
"data/ilha.ppm";320;240;15;270;0,03;1.203,413940
"data/ilha.ppm";320;240;20;270;0,02;1.271,197998
"data/ilha.ppm";320;240;25;270;0,03;1.312,436035
"data/ilha.ppm";320;240;5;315;0,03;993,414978
"data/ilha.ppm";320;240;10;315;0,03;1.118,911011
"data/ilha.ppm";320;240;15;315;0,03;1.204,035034
"data/ilha.ppm";320;240;20;315;0,03;1.270,073975
"data/ilha.ppm";320;240;25;315;0,03;1.313,083984
