NOME; COLUNAS; LINHAS; ALPHA; THETA; T LAB; T C2G
"data/praca.ppm"; 320; 240; 5; 45; 0,03; 1.186,390015
"data/praca.ppm"; 320; 240; 10; 45; 0,03; 1.304,472046
"data/praca.ppm"; 320; 240; 15; 45; 0,04; 1.382,766968
"data/praca.ppm"; 320; 240; 20; 45; 0,03; 1.427,136963
"data/praca.ppm"; 320; 240; 30; 45; 0,04; 1.469,987061
"data/praca.ppm"; 320; 240; 5; 90; 0,03; 1.186,459961
"data/praca.ppm"; 320; 240; 10; 90; 0,03; 1.304,327026
"data/praca.ppm"; 320; 240; 15; 90; 0,03; 1.382,777954
"data/praca.ppm"; 320; 240; 20; 90; 0,03; 1.427,146973
"data/praca.ppm"; 320; 240; 30; 90; 0,04; 1.469,922974
"data/praca.ppm"; 320; 240; 5; 135; 0,03; 1.186,395020
"data/praca.ppm"; 320; 240; 10; 135; 0,03; 1.304,369019
"data/praca.ppm"; 320; 240; 15; 135; 0,04; 1.382,792969
"data/praca.ppm"; 320; 240; 20; 135; 0,03; 1.427,154053
"data/praca.ppm"; 320; 240; 30; 135; 0,03; 1.469,921021
"data/praca.ppm"; 320; 240; 5; 180; 0,03; 1.186,241943
"data/praca.ppm"; 320; 240; 10; 180; 0,04; 1.304,405029
"data/praca.ppm"; 320; 240; 15; 180; 0,04; 1.382,774048
